,park_name,scientific_name,common_names,category,observations,genus,conservation_status
11476,Great Smoky Mountains National Park,Veronica serpyllifolia ssp. humifusa,Brightblue Speedwell,Vascular Plant,75,Veronica,
11477,Great Smoky Mountains National Park,Veronica verna,Spring Speedwell,Vascular Plant,103,Veronica,
11478,Great Smoky Mountains National Park,Veronica wormskjoldii,American Alpine Speedwell,Vascular Plant,65,Veronica,
11479,Great Smoky Mountains National Park,Veronicastrum virginicum,Culver's Root,Vascular Plant,110,Veronicastrum,
11480,Great Smoky Mountains National Park,Viburnum acerifolium,Maple-Leaf Viburnum,Vascular Plant,97,Viburnum,
11481,Great Smoky Mountains National Park,Viburnum dentatum,Arrow-Wood,Vascular Plant,62,Viburnum,
11482,Great Smoky Mountains National Park,Viburnum edule,Squashberry,Vascular Plant,61,Viburnum,
11483,Great Smoky Mountains National Park,Viburnum ellipticum,Common Viburnum,Vascular Plant,69,Viburnum,
11484,Great Smoky Mountains National Park,Viburnum lantana,Way-Faring Tree,Vascular Plant,42,Viburnum,
11485,Great Smoky Mountains National Park,Viburnum lantanoides,Hobblebush,Vascular Plant,110,Viburnum,
11486,Great Smoky Mountains National Park,Viburnum lentago,Nannyberry,Vascular Plant,74,Viburnum,
11487,Great Smoky Mountains National Park,Viburnum nudum var. cassinoides,Northern Wild-Raisin,Vascular Plant,43,Viburnum,
11488,Great Smoky Mountains National Park,Viburnum opulus,Guelder-Rose Viburnum,Vascular Plant,112,Viburnum,
11489,Great Smoky Mountains National Park,Viburnum plicatum,Chinese Viburnum,Vascular Plant,78,Viburnum,
11490,Great Smoky Mountains National Park,Viburnum prunifolium,Smooth Blackhaw,Vascular Plant,94,Viburnum,
11491,Great Smoky Mountains National Park,Viburnum rafinesquianum,Downy Arrowwood,Vascular Plant,120,Viburnum,
11492,Great Smoky Mountains National Park,Viburnum recognitum,Northern Arrow-Wood,Vascular Plant,67,Viburnum,
11493,Great Smoky Mountains National Park,Viburnum rufidulum,Rusty Blackhaw,Vascular Plant,95,Viburnum,
11494,Great Smoky Mountains National Park,Vicia americana var. minor,Mat Vetch,Vascular Plant,61,Vicia,
11495,Great Smoky Mountains National Park,Vicia benghalensis,Purple Vetch,Vascular Plant,68,Vicia,
11496,Great Smoky Mountains National Park,Vicia caroliniana,Carolina Vetch,Vascular Plant,75,Vicia,
11497,Great Smoky Mountains National Park,Vicia cracca,Bird Vetch,Vascular Plant,65,Vicia,
11498,Great Smoky Mountains National Park,Vicia cracca ssp. cracca,Bird Vetch,Vascular Plant,91,Vicia,
11499,Great Smoky Mountains National Park,Vicia sativa ssp. nigra,Common Vetch,Vascular Plant,58,Vicia,
11500,Great Smoky Mountains National Park,Vicia villosa ssp. varia,Winter Vetch,Vascular Plant,55,Vicia,
11501,Great Smoky Mountains National Park,Vicia villosa ssp. villosa,Hairy Vetch,Vascular Plant,73,Vicia,
11502,Great Smoky Mountains National Park,Vinca major,Bigleaf Periwinkle,Vascular Plant,144,Vinca,
11503,Great Smoky Mountains National Park,Vinca major,Large Periwinkle,Vascular Plant,144,Vinca,
11504,Great Smoky Mountains National Park,Vinca minor,Periwinkle,Vascular Plant,74,Vinca,
11505,Great Smoky Mountains National Park,Viola X primulifolia,Primrose-Leaved Violet,Vascular Plant,65,Viola,
11506,Great Smoky Mountains National Park,Viola adunca,Blue Violet,Vascular Plant,60,Viola,
11507,Great Smoky Mountains National Park,Viola arvensis,European Field Pansy,Vascular Plant,156,Viola,
11508,Great Smoky Mountains National Park,Viola arvensis,Field Pansy,Vascular Plant,156,Viola,
11509,Great Smoky Mountains National Park,Viola bakeri,Baker's Violet,Vascular Plant,85,Viola,
11510,Great Smoky Mountains National Park,Viola bicolor,Field Pansy,Vascular Plant,75,Viola,
11511,Great Smoky Mountains National Park,Viola blanda,Sweet White Violet,Vascular Plant,85,Viola,
11512,Great Smoky Mountains National Park,Viola blanda var. blanda,Sweet White Violet,Vascular Plant,108,Viola,
11513,Great Smoky Mountains National Park,Viola blanda var. palustriformis,Large-Leaf White Violet,Vascular Plant,47,Viola,
11514,Great Smoky Mountains National Park,Viola canadensis,Canada Violet,Vascular Plant,135,Viola,
11515,Great Smoky Mountains National Park,Viola canadensis,Canadian White Violet,Vascular Plant,135,Viola,
11516,Great Smoky Mountains National Park,Viola canadensis var. canadensis,Canadian Violet,Vascular Plant,83,Viola,
11517,Great Smoky Mountains National Park,Viola canadensis var. corymbosa,Canadian Violet,Vascular Plant,75,Viola,
11518,Great Smoky Mountains National Park,Viola conspersa,American Bog Violet,Vascular Plant,78,Viola,
11519,Great Smoky Mountains National Park,Viola cucullata,Marsh Blue Violet,Vascular Plant,60,Viola,
11520,Great Smoky Mountains National Park,Viola egglestonii,Glade Violet,Vascular Plant,70,Viola,
11521,Great Smoky Mountains National Park,Viola glabella,Pioneer Violet,Vascular Plant,91,Viola,
11522,Great Smoky Mountains National Park,Viola hastata,Halberd-Leaved Violet,Vascular Plant,60,Viola,
11523,Great Smoky Mountains National Park,Viola hirsutula,Southern Wood Violet,Vascular Plant,55,Viola,
11524,Great Smoky Mountains National Park,Viola labradorica,Alpine Violet,Vascular Plant,71,Viola,
11525,Great Smoky Mountains National Park,Viola lanceolata,Lance-Leaf Violet,Vascular Plant,79,Viola,
11526,Great Smoky Mountains National Park,Viola lobata ssp. integrifolia,Pine Violet,Vascular Plant,76,Viola,
11527,Great Smoky Mountains National Park,Viola lobata ssp. lobata,Pine Violet,Vascular Plant,46,Viola,
11528,Great Smoky Mountains National Park,Viola macloskeyi,Macloskey's Violet,Vascular Plant,59,Viola,
11529,Great Smoky Mountains National Park,Viola macloskeyi ssp. pallens,Northern White Violet,Vascular Plant,71,Viola,
11530,Great Smoky Mountains National Park,Viola missouriensis,Missouri Violet,Vascular Plant,99,Viola,
11531,Great Smoky Mountains National Park,Viola odorata,English Violet,Vascular Plant,73,Viola,
11532,Great Smoky Mountains National Park,Viola orbiculata,Darkwoods Violet,Vascular Plant,93,Viola,
11533,Great Smoky Mountains National Park,Viola palustris,Marsh Violet,Vascular Plant,47,Viola,
11534,Great Smoky Mountains National Park,Viola pedata,Bird's Foot Violet,Vascular Plant,86,Viola,
11535,Great Smoky Mountains National Park,Viola pinetorum ssp. pinetorum,Goosefoot Yellow Violet,Vascular Plant,58,Viola,
11536,Great Smoky Mountains National Park,Viola porterana,Stone's Violet,Vascular Plant,76,Viola,
11537,Great Smoky Mountains National Park,Viola pubescens,Downy Yellow Violet,Vascular Plant,70,Viola,
11538,Great Smoky Mountains National Park,Viola pubescens var. pubescens,Hairy Yellow Violet,Vascular Plant,57,Viola,
11539,Great Smoky Mountains National Park,Viola pubescens var. scabriuscula,Downy Yellow Violet,Vascular Plant,98,Viola,
11540,Great Smoky Mountains National Park,Viola purpurea ssp. integrifolia,Goosefoot Violet,Vascular Plant,87,Viola,
11541,Great Smoky Mountains National Park,Viola purpurea ssp. purpurea,Goosefoot Violet,Vascular Plant,51,Viola,
11542,Great Smoky Mountains National Park,Viola purpurea ssp. quercetorum,Goosefoot Violet,Vascular Plant,69,Viola,
11543,Great Smoky Mountains National Park,Viola purpurea ssp. venosa,Goosefoot Violet,Vascular Plant,102,Viola,
11544,Great Smoky Mountains National Park,Viola purpurea var. venosa,Goosefoot Violet,Vascular Plant,61,Viola,
11545,Great Smoky Mountains National Park,Viola rostrata,Beaked Violet,Vascular Plant,93,Viola,
11546,Great Smoky Mountains National Park,Viola rotundifolia,Early Yellow Violet,Vascular Plant,100,Viola,
11547,Great Smoky Mountains National Park,Viola sagittata,Arrow-Leaved Violet,Vascular Plant,64,Viola,
11548,Great Smoky Mountains National Park,Viola sagittata var. ovata,Arrowleaf Violet,Vascular Plant,46,Viola,
11549,Great Smoky Mountains National Park,Viola sagittata var. sagittata,Arrowleaf Violet,Vascular Plant,81,Viola,
11550,Great Smoky Mountains National Park,Viola septemloba,Violet,Vascular Plant,59,Viola,
11551,Great Smoky Mountains National Park,Viola septentrionalis,Northern Woodland Violet,Vascular Plant,87,Viola,
11552,Great Smoky Mountains National Park,Viola sheltonii,Shelton's Violet,Vascular Plant,44,Viola,
11553,Great Smoky Mountains National Park,Viola sororia,Woolly Blue Violet,Vascular Plant,86,Viola,
11554,Great Smoky Mountains National Park,Viola sororia var. affinis,Sand Violet,Vascular Plant,58,Viola,
11555,Great Smoky Mountains National Park,Viola striata,Pale Violet,Vascular Plant,124,Viola,
11556,Great Smoky Mountains National Park,Viola tripartita,Oval-Leaved Violet,Vascular Plant,79,Viola,
11557,Great Smoky Mountains National Park,Viola vallicola,Sagebrush Violet,Vascular Plant,39,Viola,
11558,Great Smoky Mountains National Park,Viola walteri,Violet,Vascular Plant,59,Viola,
11559,Great Smoky Mountains National Park,Vireo cassinii,Cassin's Vireo,Bird,75,Vireo,
11560,Great Smoky Mountains National Park,Vireo flavifrons,Yellow-Throated Vireo,Bird,86,Vireo,
11561,Great Smoky Mountains National Park,Vireo gilvus,Warbling Vireo,Bird,46,Vireo,
11562,Great Smoky Mountains National Park,Vireo griseus,White-Eyed Vireo,Bird,66,Vireo,
11563,Great Smoky Mountains National Park,Vireo huttoni,Hutton's Vireo,Bird,71,Vireo,
11564,Great Smoky Mountains National Park,Vireo olivaceus,Red-Eyed Vireo,Bird,72,Vireo,
11565,Great Smoky Mountains National Park,Vireo philadelphicus,Philadelphia Vireo,Bird,110,Vireo,
11566,Great Smoky Mountains National Park,Vireo solitarius,Blue-Headed Vireo,Bird,178,Vireo,
11567,Great Smoky Mountains National Park,Vireo solitarius,Blue-Headed Vireo,Bird,178,Vireo,
11568,Great Smoky Mountains National Park,Virginia valeriae valeriae,Eastern Earth Snake,Reptile,53,Virginia,
11569,Great Smoky Mountains National Park,Vitis aestivalis var. aestivalis,Summer Grape,Vascular Plant,66,Vitis,
11570,Great Smoky Mountains National Park,Vitis aestivalis var. bicolor,Summer Grape,Vascular Plant,63,Vitis,
11571,Great Smoky Mountains National Park,Vitis californica,California Grape,Vascular Plant,54,Vitis,
11572,Great Smoky Mountains National Park,Vitis cinerea var. baileyana,Graybark Grape,Vascular Plant,59,Vitis,
11573,Great Smoky Mountains National Park,Vitis labrusca,Fox Grape,Vascular Plant,97,Vitis,
11574,Great Smoky Mountains National Park,Vitis rotundifolia,Muscadine,Vascular Plant,74,Vitis,
11575,Great Smoky Mountains National Park,Vitis vulpina,Frost Grape,Vascular Plant,82,Vitis,
11576,Great Smoky Mountains National Park,Vittaria appalachiana,Appalachian Shoestring Fern,Vascular Plant,93,Vittaria,
11577,Great Smoky Mountains National Park,Vulpes fulva,Black Fox,Mammal,66,Vulpes,
11578,Great Smoky Mountains National Park,Vulpes vulpes,Red Fox,Mammal,76,Vulpes,
11579,Great Smoky Mountains National Park,Vulpes vulpes necator,Sierra Nevada Red Fox,Mammal,70,Vulpes,
11580,Great Smoky Mountains National Park,Vulpia bromoides,Brome Fescue,Vascular Plant,141,Vulpia,
11581,Great Smoky Mountains National Park,Vulpia bromoides,Fescue,Vascular Plant,141,Vulpia,
11582,Great Smoky Mountains National Park,Vulpia microstachys var. confusa,Confusing Fescue,Vascular Plant,45,Vulpia,
11583,Great Smoky Mountains National Park,Vulpia microstachys var. pauciflora,Pacific Fescue,Vascular Plant,81,Vulpia,
11584,Great Smoky Mountains National Park,Vulpia myuros,Foxtail Fescue,Vascular Plant,116,Vulpia,
11585,Great Smoky Mountains National Park,Vulpia myuros,Rattail Fescue,Vascular Plant,116,Vulpia,
11586,Great Smoky Mountains National Park,Vulpia octoflora,Annual Fescue,Vascular Plant,121,Vulpia,
11587,Great Smoky Mountains National Park,Vulpia octoflora,Eight-Flower Six-Weeks Grass,Vascular Plant,121,Vulpia,
11588,Great Smoky Mountains National Park,Vulpia octoflora var. glauca,Sixweeks Fescue,Vascular Plant,88,Vulpia,
11589,Great Smoky Mountains National Park,Vulpia octoflora var. octoflora,Sixweeks Fescue,Vascular Plant,109,Vulpia,
11590,Great Smoky Mountains National Park,Waldsteinia fragarioides ssp. doniana,Barren Strawberry,Vascular Plant,75,Waldsteinia,
11591,Great Smoky Mountains National Park,Weigela florida,Weigela,Vascular Plant,80,Weigela,
11592,Great Smoky Mountains National Park,Weissia controversa,Controverial Weissia Moss,Nonvascular Plant,62,Weissia,
11593,Great Smoky Mountains National Park,Whitneya dealbata,Mock Leopardbane,Vascular Plant,74,Whitneya,
11594,Great Smoky Mountains National Park,Wilsonia canadensis,Canada Warbler,Bird,67,Wilsonia,
11595,Great Smoky Mountains National Park,Wilsonia citrina,Hooded Warbler,Bird,91,Wilsonia,
11596,Great Smoky Mountains National Park,Wilsonia pusilla,Wilson's Warbler,Bird,68,Wilsonia,
11597,Great Smoky Mountains National Park,Wisteria floribunda,Japanese Wisteria,Vascular Plant,50,Wisteria,
11598,Great Smoky Mountains National Park,Wisteria frutescens,American Wisteria,Vascular Plant,38,Wisteria,
11599,Great Smoky Mountains National Park,Wolffia brasiliensis,Brazilian Watermeal,Vascular Plant,50,Wolffia,
11600,Great Smoky Mountains National Park,Woodsia obtusa,Blunt-Lobe Woodsia,Vascular Plant,76,Woodsia,
11601,Great Smoky Mountains National Park,Woodsia oregana,Oregon Cliff Fern,Vascular Plant,61,Woodsia,
11602,Great Smoky Mountains National Park,Woodsia scopulina,Rocky Mountain Cliff Fern,Vascular Plant,92,Woodsia,
11603,Great Smoky Mountains National Park,Woodwardia areolata,Netted Chain Fern,Vascular Plant,75,Woodwardia,
11604,Great Smoky Mountains National Park,Woodwardia fimbriata,Giant Chain Fern,Vascular Plant,40,Woodwardia,
11605,Great Smoky Mountains National Park,Woodwardia virginica,Virginia Chain Fern,Vascular Plant,85,Woodwardia,
11606,Great Smoky Mountains National Park,Wyethia amplexicaulis,Mule-Ears,Vascular Plant,53,Wyethia,
11607,Great Smoky Mountains National Park,Wyethia angustifolia,California Compassplant,Vascular Plant,55,Wyethia,
11608,Great Smoky Mountains National Park,Wyethia elata,Hall's Mule-Ears,Vascular Plant,62,Wyethia,
11609,Great Smoky Mountains National Park,Wyethia helianthoides,Sunflower Mule-Ears,Vascular Plant,59,Wyethia,
11610,Great Smoky Mountains National Park,Wyethia mollis,Woolly Mule-Ears,Vascular Plant,85,Wyethia,
11611,Great Smoky Mountains National Park,Xanthium strumarium var. glabratum,Rough Cockleburr,Vascular Plant,71,Xanthium,
11612,Great Smoky Mountains National Park,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,Bird,83,Xanthocephalus,
11613,Great Smoky Mountains National Park,Xanthorhiza simplicissima,Shrub Yellowroot,Vascular Plant,81,Xanthorhiza,
11614,Great Smoky Mountains National Park,Xema sabini,Sabine's Gull,Bird,67,Xema,
11615,Great Smoky Mountains National Park,Xerophyllum asphodeloides,Eastern Turkeybeard,Vascular Plant,74,Xerophyllum,
11616,Great Smoky Mountains National Park,Xerophyllum tenax,Common Beargrass,Vascular Plant,64,Xerophyllum,
11617,Great Smoky Mountains National Park,Xyris torta,Twisted Yellow-Eyed-Grass,Vascular Plant,70,Xyris,
11618,Great Smoky Mountains National Park,Yabea microcarpa,False Carrot,Vascular Plant,61,Yabea,
11619,Great Smoky Mountains National Park,Youngia japonica,Oriental False Hawksbeard,Vascular Plant,68,Youngia,
11620,Great Smoky Mountains National Park,Yucca filamentosa,Adam's-Needle,Vascular Plant,42,Yucca,
11621,Great Smoky Mountains National Park,Yucca glauca,Beargrass,Vascular Plant,86,Yucca,
11622,Great Smoky Mountains National Park,Zannichellia palustris,Horned Pondweed,Vascular Plant,80,Zannichellia,
11623,Great Smoky Mountains National Park,Zanthoxylum americanum,Northern Prickley Ash,Vascular Plant,71,Zanthoxylum,
11624,Great Smoky Mountains National Park,Zapus hudsonius,Meadow Jumping Mouse,Mammal,35,Zapus,
11625,Great Smoky Mountains National Park,Zapus princeps,Western Jumping Mouse,Mammal,76,Zapus,
11626,Great Smoky Mountains National Park,Zenaida macroura,Mourning Dove,Bird,86,Zenaida,
11627,Great Smoky Mountains National Park,Zigadenus elegans,Mountain Deathcamas,Vascular Plant,76,Zigadenus,
11628,Great Smoky Mountains National Park,Zigadenus exaltatus,Giant Deathcamas,Vascular Plant,82,Zigadenus,
11629,Great Smoky Mountains National Park,Zigadenus paniculatus,Foothill Deathcamas,Vascular Plant,92,Zigadenus,
11630,Great Smoky Mountains National Park,Zigadenus venenosus var. gramineus,Deathcamas,Vascular Plant,104,Zigadenus,
11631,Great Smoky Mountains National Park,Zigadenus venenosus var. venenosus,Meadow Deathcamas,Vascular Plant,25,Zigadenus,
11632,Great Smoky Mountains National Park,Zizia aptera,Golden Alexanders,Vascular Plant,146,Zizia,
11633,Great Smoky Mountains National Park,Zizia aptera,Heartleaf Alexanders,Vascular Plant,146,Zizia,
11634,Great Smoky Mountains National Park,Zizia aurea,Golden Zizia,Vascular Plant,81,Zizia,
11635,Great Smoky Mountains National Park,Zizia trifoliata,Meadow Alexanders,Vascular Plant,80,Zizia,
11636,Great Smoky Mountains National Park,Zonotrichia albicollis,White-Throated Sparrow,Bird,56,Zonotrichia,
11637,Great Smoky Mountains National Park,Zonotrichia atricapilla,Golden-Crowned Sparrow,Bird,36,Zonotrichia,
11638,Great Smoky Mountains National Park,Zonotrichia leucophrys,White-Crowned Sparrow,Bird,95,Zonotrichia,
11639,Great Smoky Mountains National Park,Zonotrichia leucophrys gambelii,Gambel's White-Crowned Sparrow,Bird,87,Zonotrichia,
11640,Great Smoky Mountains National Park,Zonotrichia leucophrys oriantha,Mountain White-Crowned Sparrow,Bird,123,Zonotrichia,
11641,Great Smoky Mountains National Park,Zonotrichia querula,Harris's Sparrow,Bird,83,Zonotrichia,
11642,Great Smoky Mountains National Park,Zygodon viridissimus,Zygodon Moss,Nonvascular Plant,71,Zygodon,
11643,Great Smoky Mountains National Park,Zygodon viridissimus var. rupestris,Zygodon Moss,Nonvascular Plant,102,Zygodon,
11644,Yellowstone National Park,Abies bifolia,Rocky Mountain Alpine Fir,Vascular Plant,215,Abies,
11645,Yellowstone National Park,Abies concolor,Balsam Fir,Vascular Plant,241,Abies,
11646,Yellowstone National Park,Abies fraseri,Fraser Fir,Vascular Plant,218,Abies,
11647,Yellowstone National Park,Abietinella abietina,Abietinella Moss,Nonvascular Plant,243,Abietinella,
11648,Yellowstone National Park,Abronia ammophila,Wyoming Sand Verbena,Vascular Plant,222,Abronia,
11649,Yellowstone National Park,Abutilon theophrasti,Velvetleaf,Vascular Plant,262,Abutilon,
11650,Yellowstone National Park,Acalypha gracilens,Narrow-Leaved Three-Seeded Mercury,Vascular Plant,263,Acalypha,
11651,Yellowstone National Park,Acalypha ostryifolia,Hornbeam Copper-Leaf,Vascular Plant,243,Acalypha,
11652,Yellowstone National Park,Acalypha rhomboidea,Common Threeseed Mercury,Vascular Plant,245,Acalypha,
11653,Yellowstone National Park,Acalypha virginica,Virginia Copperleaf,Vascular Plant,229,Acalypha,
11654,Yellowstone National Park,Acanthus flammea,Common Redpoll,Bird,241,Acanthus,
11655,Yellowstone National Park,Accipiter cooperii,Cooper's Hawk,Bird,245,Accipiter,
11656,Yellowstone National Park,Accipiter gentilis,Northern Goshawk,Bird,232,Accipiter,
11657,Yellowstone National Park,Accipiter striatus,Sharp-Shinned Hawk,Bird,200,Accipiter,
11658,Yellowstone National Park,Acer glabrum,Rocky Mountain Maple,Vascular Plant,247,Acer,
11659,Yellowstone National Park,Acer glabrum var. torreyi,Torrey's Maple,Vascular Plant,282,Acer,
11660,Yellowstone National Park,Acer leucoderme,Chalk Maple,Vascular Plant,256,Acer,
11661,Yellowstone National Park,Acer macrophyllum,Bigleaf Maple,Vascular Plant,252,Acer,
11662,Yellowstone National Park,Acer negundo,Boxelder,Vascular Plant,257,Acer,
11663,Yellowstone National Park,Acer negundo var. violaceum,Boxelder,Vascular Plant,222,Acer,
11664,Yellowstone National Park,Acer nigrum,Black Maple,Vascular Plant,258,Acer,
11665,Yellowstone National Park,Acer pensylvanicum,Striped Maple,Vascular Plant,284,Acer,
11666,Yellowstone National Park,Acer platanoides,Norway Maple,Vascular Plant,243,Acer,
11667,Yellowstone National Park,Acer rubrum var. rubrum,Red Maple,Vascular Plant,274,Acer,
11668,Yellowstone National Park,Acer rubrum var. trilobum,Trident Maple,Vascular Plant,251,Acer,
11669,Yellowstone National Park,Acer saccharinum,Silver Maple,Vascular Plant,229,Acer,
11670,Yellowstone National Park,Acer saccharum,Sugar Maple,Vascular Plant,236,Acer,
11671,Yellowstone National Park,Acer spicatum,Mountain Maple,Vascular Plant,263,Acer,
11672,Yellowstone National Park,Achillea millefolium,Bloodwort,Vascular Plant,270,Achillea,
11673,Yellowstone National Park,Achillea millefolium var. occidentalis,Yarrow,Vascular Plant,277,Achillea,
11674,Yellowstone National Park,Achnatherum X bloomeri,Achnatherum,Vascular Plant,261,Achnatherum,
11675,Yellowstone National Park,Achnatherum contractum,Contracted Ricegrass,Vascular Plant,219,Achnatherum,
11676,Yellowstone National Park,Achnatherum hymenoides,Indian Ricegrass,Vascular Plant,233,Achnatherum,
11677,Yellowstone National Park,Achnatherum latiglume,Sierra Needlegrass,Vascular Plant,233,Achnatherum,
11678,Yellowstone National Park,Achnatherum lemmonii,Lemmon's Needlegrass,Vascular Plant,245,Achnatherum,
11679,Yellowstone National Park,Achnatherum lettermanii,Letterman Needlegrass,Vascular Plant,252,Achnatherum,
11680,Yellowstone National Park,Achnatherum nelsonii ssp. dorei,Columbia Needlegrass,Vascular Plant,221,Achnatherum,
11681,Yellowstone National Park,Achnatherum nevadense,Nevada Needlegrass,Vascular Plant,272,Achnatherum,
11682,Yellowstone National Park,Achnatherum occidentale,Western Needlegrass,Vascular Plant,258,Achnatherum,
11683,Yellowstone National Park,Achnatherum occidentale ssp. californicum,California Needlegrass,Vascular Plant,235,Achnatherum,
11684,Yellowstone National Park,Achnatherum occidentale ssp. occidentale,Western Needlegrass,Vascular Plant,233,Achnatherum,
11685,Yellowstone National Park,Achnatherum occidentale ssp. pubescens,Elmer's Needlegrass,Vascular Plant,202,Achnatherum,
11686,Yellowstone National Park,Achnatherum pinetorum,Pine Needlegrass,Vascular Plant,288,Achnatherum,
11687,Yellowstone National Park,Achnatherum richardsonii,Richardson Needlegrass,Vascular Plant,255,Achnatherum,
11688,Yellowstone National Park,Achnatherum thurberianum,Thurber's Needlegrass,Vascular Plant,251,Achnatherum,
11689,Yellowstone National Park,Aconitum columbianum,Columbian Monkshood,Vascular Plant,242,Aconitum,
11690,Yellowstone National Park,Aconitum columbianum ssp. columbianum,Columbian Monkshood,Vascular Plant,242,Aconitum,
11691,Yellowstone National Park,Aconitum uncinatum,Monk's Hood,Vascular Plant,248,Aconitum,
11692,Yellowstone National Park,Acorus calamus,Sweetflag,Vascular Plant,232,Acorus,
11693,Yellowstone National Park,Acris crepitans crepitans,Northern Cricket Frog,Amphibian,228,Acris,
11694,Yellowstone National Park,Acrobolbus ciliatus,Acrobolbus,Nonvascular Plant,233,Acrobolbus,
11695,Yellowstone National Park,Actaea pachypoda,White Baneberry,Vascular Plant,225,Actaea,
11696,Yellowstone National Park,Actaea rubra,Red Baneberry,Vascular Plant,219,Actaea,
11697,Yellowstone National Park,Actitis macularia,Spotted Sandpiper,Bird,265,Actitis,
11698,Yellowstone National Park,Actitis macularius,Spotted Sandpiper,Bird,290,Actitis,
11699,Yellowstone National Park,Adenocaulon bicolor,American Trailplant,Vascular Plant,210,Adenocaulon,
11700,Yellowstone National Park,Adenostoma fasciculatum,Chamise,Vascular Plant,245,Adenostoma,
11701,Yellowstone National Park,Adiantum aleuticum,Aleutian Maidenhair,Vascular Plant,231,Adiantum,
11702,Yellowstone National Park,Adiantum jordanii,California Maidenhair,Vascular Plant,249,Adiantum,
11703,Yellowstone National Park,Adiantum pedatum,Northern Maiden-Hair Fern,Vascular Plant,241,Adiantum,
11704,Yellowstone National Park,Adlumia fungosa,Climbing Fumitory,Vascular Plant,246,Adlumia,
11705,Yellowstone National Park,Adoxa moschatellina,Muskroot,Vascular Plant,250,Adoxa,
11706,Yellowstone National Park,Aechmophorus clarkii,Clark's Grebe,Bird,244,Aechmophorus,
11707,Yellowstone National Park,Aechmophorus occidentalis,Western Grebe,Bird,233,Aechmophorus,
11708,Yellowstone National Park,Aegilops cylindrica,Jointed Goatgrass,Vascular Plant,245,Aegilops,
11709,Yellowstone National Park,Aegolius,Saw-Whet Owls,Bird,263,Aegolius,
11710,Yellowstone National Park,Aegolius acadicus,Northern Saw-Whet Owl,Bird,234,Aegolius,
11711,Yellowstone National Park,Aegolius funereus,Boreal Owl,Bird,260,Aegolius,
11712,Yellowstone National Park,Aegopodium podagraria,Bishops Goutweed,Vascular Plant,249,Aegopodium,
11713,Yellowstone National Park,Aeronautes saxatalis,White-Throated Swift,Bird,264,Aeronautes,
11714,Yellowstone National Park,Aesculus californica,California Buckeye,Vascular Plant,246,Aesculus,
11715,Yellowstone National Park,Aesculus flava,Yellow Buckeye,Vascular Plant,212,Aesculus,
11716,Yellowstone National Park,Aesculus glabra,Ohio Buckeye,Vascular Plant,247,Aesculus,
11717,Yellowstone National Park,Aesculus pavia,Red Buckeye,Vascular Plant,199,Aesculus,
11718,Yellowstone National Park,Aesculus sylvatica,Painted Buckeye,Vascular Plant,263,Aesculus,
11719,Yellowstone National Park,Agalinis purpurea,Large-Purple False-Foxglove,Vascular Plant,263,Agalinis,
11720,Yellowstone National Park,Agalinis setacea,Narrow-Leaved Gerardia,Vascular Plant,202,Agalinis,
11721,Yellowstone National Park,Agalinis tenuifolia,Slender False-Foxglove,Vascular Plant,257,Agalinis,
11722,Yellowstone National Park,Agastache nepetoides,Giant Hyssop,Vascular Plant,237,Agastache,
11723,Yellowstone National Park,Agastache scrophulariifolia,Giant Hyssop,Vascular Plant,232,Agastache,
11724,Yellowstone National Park,Agastache urticifolia,Horsemint Giant Hyssop,Vascular Plant,236,Agastache,
11725,Yellowstone National Park,Agelaius phoeniceus,Red-Winged Blackbird,Bird,250,Agelaius,
11726,Yellowstone National Park,Ageratina altissima,White Snakeroot,Vascular Plant,254,Ageratina,
11727,Yellowstone National Park,Ageratina altissima var. altissima,White Snakeroot,Vascular Plant,249,Ageratina,
11728,Yellowstone National Park,Ageratina altissima var. roanensis,White Snakeroot,Vascular Plant,249,Ageratina,
11729,Yellowstone National Park,Ageratina aromatica var. aromatica,Lesser Snakeroot,Vascular Plant,205,Ageratina,
11730,Yellowstone National Park,Ageratina occidentalis,Western Eupatorium,Vascular Plant,246,Ageratina,
11731,Yellowstone National Park,Agkistrodon contortrix mokasen,Northern Copperhead,Reptile,212,Agkistrodon,
11732,Yellowstone National Park,Agoseris aurantiaca,Orange Agoseris,Vascular Plant,241,Agoseris,
11733,Yellowstone National Park,Agoseris elata,Tall Agoseris,Vascular Plant,239,Agoseris,
11734,Yellowstone National Park,Agoseris glauca var. dasycephala,Pale Agoseris,Vascular Plant,257,Agoseris,
11735,Yellowstone National Park,Agoseris glauca var. glauca,Pale Agoseris,Vascular Plant,280,Agoseris,
11736,Yellowstone National Park,Agoseris glauca var. laciniata,Arizona Mountain Dandelion,Vascular Plant,290,Agoseris,
11737,Yellowstone National Park,Agoseris glauca var. monticola,Pale Agoseris,Vascular Plant,245,Agoseris,
11738,Yellowstone National Park,Agoseris grandiflora,Bigflower Agoseris,Vascular Plant,221,Agoseris,
11739,Yellowstone National Park,Agoseris heterophylla,Annual Agoseris,Vascular Plant,277,Agoseris,
11740,Yellowstone National Park,Agoseris lackschewitzii,Mill Creek Agoseris,Vascular Plant,263,Agoseris,
11741,Yellowstone National Park,Agoseris retrorsa,Spearleaf Agoseris,Vascular Plant,280,Agoseris,
11742,Yellowstone National Park,Agrimonia gryposepala,Large-Fruited Agrimony,Vascular Plant,232,Agrimonia,
